area,balcony_garden,finish_condition,floor,form_of_ownership,listing_description,location,parking_space,price,price_per_m2,rent,rooms,title,url
68.0,balkon,do zamieszkania,9/10,pełna własność,"GOTOWIEC INWESTYCYJNY! W sprzedaży mieszkanie podzielone na niezależne kawalerki. Kawalerki po generalnym remoncie, w pełni wyposażone! Serdecznie polecam! Zwrot miesięczny za wynajem kawalerek ok. 5800zł OPIS NIERUCHOMOŚCI: - powierzchnia mieszkania: 68m2 - mieszkanie podzielone na 3 niezależne kawalerki - piętro: parter z 10 - czynsz: ok. 300zł za kawalerkę - ogrzewanie: miejskie - woda: z sieci miejskiej - dodatkowo płatny: prąd (brak gazu w mieszkaniu) - mieszkanie dwustronne UKŁAD POMIESZCZEŃ: MIESZKANIE 1 - salon z aneksem kuchennym z wyjściem na balkon - łazienka MIESZKANIE 2 - salon z aneksem kuchennym - łazienka MIESZKANIE 3 - salon z aneksem kuchennym - łazienka DODATKOWO: - piwnica - miejsca parkingowe ogólnodostępne LOKALIZACJA: Rzeszów- ulica Podwisłocze, osiedle Nowe Miasto, pełna infrastruktura, w pobliżu uczelnie, sklepy, galeria handlowa Milenium Hall, punkty usługowe, przystanki MPK, tereny zielone itp. STANDARD WYKOŃCZENIA: - mieszkanie po generalnym remoncie; nowe sprzęty AGD, RTV, meble - sprzedawane z pełnym wyposażeniem CENA: 779 000ZŁ  Otrzymasz od Nas pakiet rabatów: - 10 % rabatu na cały asortyment w Leroy Merlin - 10 % rabatu na wybrany asortyment w OBI - 10% rabatu na zakupy przez 6 miesięcy w Merkury Market Potrzebujesz kredytu? Nasi specjaliści finansowi sprawnie przeprowadzą Cię przez cały proces kredytowy i pomogą uzyskać najkorzystniejszą ofertę kredytu hipotecznego dla Twojej nieruchomości. Możesz nam zaufać, ponad 1000 zadowolonych Klientów potwierdza nasze doświadczenie! Skontaktuj się z nami: Karolina Baran tel. 791-010-657 Numer oferty: KB- 189 Licencjonowane Biuro Nieruchomości Rzeszów, ul. Dąbrowskiego 67 tel. 17 710 50 01 Niniejsze ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego oraz innych właściwych przepisów prawnych, a dane w niej zawarte mają jedynie charakter informacyjny. Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","ul. Podwisłocze, Nowe Miasto, Rzeszów, podkarpackie",miejskie,779000.0,11456.0,contact for details,3,3 kawalerki w 1 mieszkaniu|gotowiec inwestycyjny,https://www.otodom.pl/pl/oferta/3-kawalerki-w-1-mieszkaniu-gotowiec-inwestycyjny-ID4oCFr
,balkon,do zamieszkania,4/4,Forma własności,"Link do wirtualnego spaceru : Gotowe do wprowadzenia, klimatyczne, dwupoziomowe, funkcjonalne mieszkanie z dużym balkonem. Lokalizacja: Mieszkanie jest bardzo dobrze zlokalizowane. To spokojna dobrze skomunikowana dzielnica. Teren ogrodzony. Bezpośrednio przy osiedlu znajduje się  pełna infrastruktura: sklepy, apteki, bary, przychodnia, sklepy spożywcze, supermarket, przedszkole, szkoła podstawowa, MZK (autobus). Opis nieruchomości Gotowe do wprowadzenia mieszkanie znajduje się na IV piętrze w bloku z 1996 roku. Dwupoziomowy układ mieszkania zapewnia dodatkowy komfort w postaci możliwości oddzielenia aktywności dziennych od odpoczynku w sypialni. Ponadto ten układ powiększa optycznie przestrzeń. Kuchnia połączona z salonem jest otwarta, nowoczesna i funkcjonalna  z meblami w zabudowie. Do mieszkania przynależy miejsce postojowe w cenie mieszkania oraz komórka. Standard wykończenia  Gotowe do wprowadzenia. Kto tu może zamieszkać: Mieszkanie idealne dla pary, rodziny, osób szukających przestrzeni w dobrze skomunikowanym miejscu. Gorąco polecam i zapraszam do oglądania ! Tel. 506 039 725 Email:      ::LINK DO STRONY  Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Beata Kawaciuk (licencja nr: 10944)  ","Tomaszów Mazowiecki, tomaszowski, łódzkie","tak,miejskie",625000.0,7361.0,contact for details,4,"Mieszkanie Tomaszów Mazowiecki, ul. Szeroka",https://www.otodom.pl/pl/oferta/mieszkanie-tomaszow-mazowiecki-ul-szeroka-ID4qbnv
65.0,balkon,do wykończenia,1/8,pełna własność,"Prezentujemy mieszkanie o doskonałym rozkładzie i funkcjonalności, położone na I piętrze, mieszkanie na przestrzał, salon od południa, sypialnie od strony północnej. Mieszkanie ma 3 sypialnie, salon z aneksem, łazienkę i dodatkowe wc -  to doskonała propozycja dla singli par i rodzin - odbiór mieszkania już we wrześniu 2024.  Osiedle  położone w doskonałej lokalizacji, blisko Centrum miasta. Bliskość  komunikacja miejska, udostępnia szybki dostęp o atrakcji miasta. Doskonała propozycja dla osób chcących być blisko miasta i jednocześnie cieszyć się zielonymi terenami Poznania.  Lokalizacja:     Rataje - 2 min do przystanku tramwajowego   10 min tramwajem do Galerii Posnania i Politechniki Poznańskiej.   5 min spacerem do sklepu Bierdronka.   pełne zagospodarowanie terenu.    5 min do terenów Wartostrady i ścieżek rowerowych.     Powierzchnia użytkowa mieszkania to 65m2+9m2 balkony Salon z aneksem kuchennym i wyjściem na balkon: 18,71m2. + 4,5m2 balkon od strony południowej. Pokój 9,79m2 Sypialnia główna z garderobą i balkonem: 11m2 + balkon 4,5m2  Pokój: 8,41m2  Korytarz pod zabudowę: 8,81m2 Łazienka: 4,21m2. wc :1,54m2  Balkon: 4,5 + 4,5 (m2)  Dodatkowe informacje :     Winda w budynku.   Możliwość wykończenia pod klucz od  890pln/m2 ( cena zawiera materiały, projekt i robociznę).   Brak prowizji i podatku PCC -  zakup bezpośrednio od dewelopera.   Nowoczesne osiedle z filtrami antysmogowymi i   sterowanie mieszkaniem z aplikacji mobilnej.     Termin zakończenia budowy: lipiec 2024 Posiadamy w ofercie również większe mieszkania, po wcześniejszym umówieniu możliwość spotkania na budowie. Bezpośredni kontakt do Biura Sprzedaży: Maria Mańczak tel: 797 606 477  nr. lok. 2e901 Zainteresowany? Zadzwoń teraz i umów się na spotkanie online","Starołęka Mała, Nowe Miasto, Poznań, wielkopolskie",Miejsce parkingowe,632232.0,9740.0,600.0,4,Przestronne mieszkanie z balkonami,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-balkonami-ID4ryEk
45.84,miejskie,do remontu,> 10/11,Forma własności,"Na sprzedaż 3 pokojowe mieszkanie mieszczące się w Rzeszowie na osiedlu Nowe Miasto. Mieszkanie idealne pod inwestycję. OPIS NIERUCHOMOŚCI: - powierzchnia mieszkania: 45,84m2 - piętro: 11 z 11 - ogrzewane i woda: sieć miejska - czynsz: 500zł/1os. (w tym: ogrzewanie, zimna i ciepła woda, fundusz remontowy, wywóz odpadów) - mieszkanie dwustronne UKŁAD MIESZKANIA: - salon z aneksem kuchennym (możliwość wyodrębnienia 3 oddzielnych pokoi) - pokój - pokój - łazienka z WC - korytarz DODATKOWO : - miejsce parkingowe ogólnodostępne  - piwnica CENA: 409 000ZŁ  Otrzymasz od Nas pakiet rabatów: - 10 % rabatu na cały asortyment w Leroy Merlin - 10 % rabatu na wybrany asortyment w OBI - 10% rabatu na zakupy przez 6 miesięcy w Merkury Market Potrzebujesz kredytu? Nasi specjaliści finansowi sprawnie przeprowadzą Cię przez cały proces kredytowy i pomogą uzyskać najkorzystniejszą ofertę kredytu hipotecznego dla Twojej nieruchomości. Możesz nam zaufać, ponad 1000 zadowolonych Klientów potwierdza nasze doświadczenie! Karolina Baran tel. 791-010-657 Numer oferty: KB-222 Licencjonowane Biuro Nieruchomości Rzeszów, ul. Dąbrowskiego 67 tel. 17 710 50 01 e-mail:    Niniejsze ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego oraz innych właściwych przepisów prawnych, a dane w niej zawarte mają jedynie charakter informacyjny. Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","al. Tadeusza Rejtana, Mieszka I, Rzeszów, podkarpackie",,409000.0,8922.0,contact for details,3,3 pokoje|inwestycyjnie|os. Nowe Miasto,https://www.otodom.pl/pl/oferta/3-pokoje-inwestycyjnie-os-nowe-miasto-ID4rAyt
62.0,balkon,do wykończenia,parter/1,pełna własność,"Jest możliwość prezentacji gotowych już mieszkań w standardzie deweloperskim w innym etapie inwestycji. II etap to 15 mieszkań w zabudowie szeregowej w podwyższonym standardzie deweloperskim, ul. Myśliwska OPIS NIERUCHOMOŚCI: - mieszkanie o powierzchni: 62m2 + ogródek - piętro: parter z 1 - ogrzewanie: piec dwufunkcyjny - ciepła woda – piec dwufunkcyjny - ogrzewanie podłogowe na całości mieszkania - kupujący nie płaci 2% podatku od czynności cywilno-prawnych - mieszkanie w stanie deweloperskim podwyższonym: rolety zewnętrzne, ogrzewanie podłogowe na całości, wykończona klatka schodowa, - zakończenie inwestycji: III kwartał 2025r. Deweloper wystawia fakturę oraz udziela gwarancji. Zakup bez PCC!  UKŁAD POMIESZCZEŃ - wiatrołap - salon z aneksem kuchennym - pokój - gabinet - korytarz - łazienka z WC - schowek oraz: - taras z ogródkiem STANDARD WYKOŃCZENIA: - stan deweloperski - szczegóły w biurze LOKALIZACJA: Osiedle zostanie wybudowane w spokojnej okolicy, w otoczeniu zieleni i terenów rekreacyjnych pozwalających na kontakt z przyrodą i aktywny wypoczynek, które zapewnią wysoki komfort mieszkania, idealne dla osób, które cenią sobie cisze i spokój a jednocześnie potrzebują mieć w zasięgu ręki dostęp do pełnej infrastruktury miejskiej. Cena mieszkania: 500 000 zł  Paweł Krok tel. 881 583 344 Numer oferty w biurze: PAK-1425 Biuro Sprzedaży inwestycji Rzeszów, ul. Dąbrowskiego 67 tel. 17 710 50 01 e-mail:  Niniejsze ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego oraz innych właściwych przepisów prawnych, a dane w niej zawarte mają jedynie charakter informacyjny. Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Myśliwska, Miłocin - św. Huberta, Rzeszów, podkarpackie","garaż/miejsce parkingowe,gazowe",500000.0,8048.0,contact for details,3,"III etap, Ogródek, niska zab., 2 msc. post.",https://www.otodom.pl/pl/oferta/iii-etap-ogrodek-niska-zab-2-msc-post-ID4qMOp
62.0,balkon,do wykończenia,parter/1,pełna własność,"Jest możliwość prezentacji gotowych już mieszkań w standardzie deweloperskim w innym etapie inwestycji. II etap to 15 mieszkań w zabudowie szeregowej w podwyższonym standardzie deweloperskim, ul. Myśliwska OPIS NIERUCHOMOŚCI: - mieszkanie o powierzchni: 62m2 + ogródek - piętro: parter z 1 - ogrzewanie: piec dwufunkcyjny - ciepła woda – piec dwufunkcyjny - ogrzewanie podłogowe na całości mieszkania - kupujący nie płaci 2% podatku od czynności cywilno-prawnych - mieszkanie w stanie deweloperskim podwyższonym: rolety zewnętrzne, ogrzewanie podłogowe na całości, wykończona klatka schodowa, - zakończenie inwestycji: III kwartał 2025r. Deweloper wystawia fakturę oraz udziela gwarancji. Zakup bez PCC!  UKŁAD POMIESZCZEŃ - wiatrołap - salon z aneksem kuchennym - pokój - gabinet - korytarz - łazienka z WC - schowek oraz: - taras z ogródkiem STANDARD WYKOŃCZENIA: - stan deweloperski - szczegóły w biurze LOKALIZACJA: Osiedle zostanie wybudowane w spokojnej okolicy, w otoczeniu zieleni i terenów rekreacyjnych pozwalających na kontakt z przyrodą i aktywny wypoczynek, które zapewnią wysoki komfort mieszkania, idealne dla osób, które cenią sobie cisze i spokój a jednocześnie potrzebują mieć w zasięgu ręki dostęp do pełnej infrastruktury miejskiej. Cena mieszkania: 500 000 zł  Paweł Krok tel. 881 583 344 Numer oferty w biurze: PAK-1425 Biuro Sprzedaży inwestycji Rzeszów, ul. Dąbrowskiego 67 tel. 17 710 50 01 e-mail:  Niniejsze ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego oraz innych właściwych przepisów prawnych, a dane w niej zawarte mają jedynie charakter informacyjny. Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Myśliwska, Miłocin - św. Huberta, Rzeszów, podkarpackie","garaż/miejsce parkingowe,gazowe",500000.0,8048.0,contact for details,3,"III etap, Ogródek, niska zab., 2 msc. post.",https://www.otodom.pl/pl/oferta/iii-etap-ogrodek-niska-zab-2-msc-post-ID4qFNF
62.68,balkon,do wykończenia,parter/1,pełna własność,"VI inwestycji przy ul. Myśliwskiej  to 40 mieszkań w zabudowie szeregowej w podwyższonym standardzie deweloperskim, OPIS NIERUCHOMOŚCI: - mieszkanie o powierzchni: 62,68m2 +114m2 ogródek - piętro: parter z 1 - ogrzewanie: piec dwufunkcyjny - ciepła woda – piec dwufunkcyjny - ogrzewanie podłogowe na całości mieszkania - kupujący nie płaci 2% podatku od czynności cywilno-prawnych - mieszkanie w stanie deweloperskim podwyższonym: rolety zewnętrzne, ogrzewanie podłogowe na całości, wykończona klatka schodowa, - zakończenie inwestycji: IV kwartał 2025r. Deweloper wystawia fakturę oraz udziela gwarancji. Zakup bez PCC!  UKŁAD POMIESZCZEŃ - wiatrołap - salon z aneksem kuchennym - pokój - gabinet - korytarz - łazienka z WC - schowek oraz: - taras z ogródkiem STANDARD WYKOŃCZENIA: - stan deweloperski - szczegóły w biurze LOKALIZACJA: Osiedle zostanie wybudowane w spokojnej okolicy, w otoczeniu zieleni i terenów rekreacyjnych pozwalających na kontakt z przyrodą i aktywny wypoczynek, które zapewnią wysoki komfort mieszkania, idealne dla osób, które cenią sobie cisze i spokój a jednocześnie potrzebują mieć w zasięgu ręki dostęp do pełnej infrastruktury miejskiej. Cena mieszkania: 549 000 zł  Paweł Krok tel. 881 583 344 Numer oferty w biurze: PAK-1425 Biuro Sprzedaży inwestycji Rzeszów, ul. Dąbrowskiego 67 tel. 17 710 50 01 e-mail:  Niniejsze ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego oraz innych właściwych przepisów prawnych, a dane w niej zawarte mają jedynie charakter informacyjny. Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Myśliwska, Miłocin - św. Huberta, Rzeszów, podkarpackie","garaż/miejsce parkingowe,gazowe",550000.0,8775.0,contact for details,3,"Nowy Etap,seg. skrajny, niska zab., 2 msc. post.",https://www.otodom.pl/pl/oferta/nowy-etap-seg-skrajny-niska-zab-2-msc-post-ID4rli3
62.68,balkon,do wykończenia,parter/1,pełna własność,"VI inwestycji prz ul. Myśliwskiej  to 40 mieszkań w zabudowie szeregowej w podwyższonym standardzie deweloperskim, OPIS NIERUCHOMOŚCI: - mieszkanie o powierzchni: 62,68m2 + 58m2 ogródek - piętro: parter z 1 - ogrzewanie: piec dwufunkcyjny - ciepła woda – piec dwufunkcyjny - ogrzewanie podłogowe na całości mieszkania - kupujący nie płaci 2% podatku od czynności cywilno-prawnych - mieszkanie w stanie deweloperskim podwyższonym: rolety zewnętrzne, ogrzewanie podłogowe na całości, wykończona klatka schodowa, - zakończenie inwestycji: IV kwartał 2025r. Deweloper wystawia fakturę oraz udziela gwarancji. Zakup bez PCC!  UKŁAD POMIESZCZEŃ - wiatrołap - salon z aneksem kuchennym - pokój - gabinet - korytarz - łazienka z WC - schowek oraz: - taras z ogródkiem STANDARD WYKOŃCZENIA: - stan deweloperski - szczegóły w biurze LOKALIZACJA: Osiedle zostanie wybudowane w spokojnej okolicy, w otoczeniu zieleni i terenów rekreacyjnych pozwalających na kontakt z przyrodą i aktywny wypoczynek, które zapewnią wysoki komfort mieszkania, idealne dla osób, które cenią sobie cisze i spokój a jednocześnie potrzebują mieć w zasięgu ręki dostęp do pełnej infrastruktury miejskiej. Cena mieszkania: 530  000 zł  Paweł Krok tel. 881 583 344 Numer oferty w biurze: PAK-1425 Biuro Sprzedaży inwestycji Rzeszów, ul. Dąbrowskiego 67 tel. 17 710 50 01 e-mail:  Niniejsze ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego oraz innych właściwych przepisów prawnych, a dane w niej zawarte mają jedynie charakter informacyjny. Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Myśliwska, Miłocin - św. Huberta, Rzeszów, podkarpackie","garaż/miejsce parkingowe,gazowe",530000.0,8456.0,contact for details,3,"Nowy Etap, Ogródek, niska zab., 2 msc. post.",https://www.otodom.pl/pl/oferta/nowy-etap-ogrodek-niska-zab-2-msc-post-ID4rli2
54.82,balkon,do wykończenia,parter/1,pełna własność,"Przedstawiamy inwestycję 24 mieszkań w zabudowie szeregowej w  deweloperskim, ul. Budziwojska OPIS NIERUCHOMOŚCI: - mieszkanie o powierzchni: 54,82m2 + ogródek 40m2 - piętro: parter z 1 - ogrzewanie: piec dwufunkcyjny - ciepła woda – piec dwufunkcyjny - ogrzewanie podłogowe na całości mieszkania - kupujący nie płaci 2% podatku od czynności cywilno-prawnych - 2 miejsca postojowe w cenie mieszkania - zakończenie inwestycji: lipiec 2025r. Deweloper wystawia fakturę oraz udziela gwarancji. Zakup bez PCC!  UKŁAD POMIESZCZEŃ - salon z aneksem kuchennym: 22,49m2 - pokój - pokój - wiatrołap - korytarz - łazienka oraz: - taras z ogrdókiem STANDARD WYKOŃCZENIA: - stan deweloperski - szczegóły w biurze LOKALIZACJA: Osiedle zostanie wybudowane w spokojnej okolicy, w otoczeniu zieleni i terenów rekreacyjnych pozwalających na kontakt z przyrodą i aktywny wypoczynek, które zapewnią wysoki komfort mieszkania, idealne dla osób, które cenią sobie cisze i spokój a jednocześnie potrzebują mieć w zasięgu ręki dostęp do pełnej infrastruktury miejskiej. Cena mieszkania: 449 000 zł  Paweł Krok tel. 881 583 344 Numer oferty w biurze: PAK-1925 Biuro Sprzedaży inwestycji Rzeszów, ul. Dąbrowskiego 67 tel. 17 710 50 01 e-mail:  Niniejsze ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego oraz innych właściwych przepisów prawnych, a dane w niej zawarte mają jedynie charakter informacyjny. Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","ul. Budziwojska, Budziwój, Rzeszów, podkarpackie","garaż/miejsce parkingowe,gazowe",449000.0,8190.0,contact for details,3,"Niska zabudowa, ogródek,",https://www.otodom.pl/pl/oferta/niska-zabudowa-ogrodek-ID4rliY
55.42,balkon,Stan wykończenia,4/4,pełna własność,"TYLKO U NAS! Nie szukaj dalej.  Proponuję Państwu świetne mieszkanie zlokalizowane przy ul. Korfantego. Prezentowany lokal to idealna opcja dla osób ceniących sobie spokój i płynny dojazd do wszelkich udogodnień, którzy nie mają czasu na remont. Mieszkanie o powierzchni 55,42 m2 składa się z salonu z balkonem, sypialni, pokoju z garderobą, kuchni, łazienki i przedpokoju. Do mieszkania przynależy duża piwnica o powierzchni 5,22 m2. W cenie nieruchomości pozostaje zabudowa kuchenna wraz z piekarnikiem i kuchenką.  Podczas remontu wymienione zostały instalacje elektryczne oraz kanalizacyjne. Mieszkanie dwustronne i przewiewne. W idealnej odległości od innych budynków, co daje poczucie prywatności.  Ogólnodostępne miejsca parkingowe w bliskim sąsiedztwie. Budynek po remoncie. Zadbany dach, bez przecieków. Zwroty w czynszu.  Mieszkanie idealnie nadaje się na inwestycję. Brak problemów z wynajęciem.  Lokalizacja: W najbliższym otoczeniu: przedszkole, szkoła podstawowa, żłobek, liczne sklepy i supermarkety. Pobliska okolica gwarantuje z jednej strony ciszę i komfort a z drugiej niewielką odległość do wszelkich punktów usługowych i edukacyjnych. Niespełna 200 m do parku połączonego z lasem.  Cena: 250 000 zł  To Twoja pierwsza nieruchomość? Świetnie! 2% ceny transakcyjnej zostaje w Twojej kieszeni.  Chcesz wiedzieć więcej? Zadzwoń. Kasia Ekspert Nieruchomości Prestige / Ekspert Finansowy Kom.: +48 794 012 895 Expander Opole ul. Koraszewskiego 21 Zainteresowany? Zadzwoń teraz i umów się na spotkanie online","ul. Korfantego, Zdzieszowice, Zdzieszowice, krapkowicki, opolskie",miejskie,250000.0,4123.0,547.0,3,Komfortowe mieszkanie z pięknym widokiem,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-z-pieknym-widokiem-ID4rn6c
29.51,379 zł,10/10,balkon,pełna własność,"TYLKO U NAS! Proponuję Państwu wygodne mieszkanie zlokalizowane na osiedlu Dambonia. Prezentowany lokal to idealna opcja dla osób ceniących sobie brak sąsiadów nad głową i płynny dojazd do centrum oraz tych, którzy chcą mieć wszelkie usługi pod nosem.  Mieszkanie o powierzchni 29,51 m2 składa się z pokoju, otwartej kuchni, łazienki i przedpokoju. Do mieszkania przynależy piwnica. W cenie nieruchomości może pozostać wyposażenie zgodnie z indywidualnymi ustaleniami.  W oknach rolety zewnętrzne.  Ogrzewanie z sieci miejskiej. Ciepła woda z piecyka gazowego. Możliwość przyłączenia ciepłej wody z sieci. W budynku dwie windy.  Ogólnodostępne miejsca parkingowe pod blokiem.  Blok z podjazdem dla osób niepełnosprawnych.  Sąsiedztwo uprzejme i spokojne. Niskie koszty utrzymania. Zwroty w czynszu. Mieszkanie idealnie nadaje się na inwestycję. Brak problemów z wynajęciem. Lokalizacja: W najbliższym otoczeniu: żłobek, przedszkole, szkoła podstawowa, liczne sklepy, placówki medyczne, restauracje, siłownia na świeżym powietrzu, park, kościół, jednostka wojskowa, linie autobusowe. Pobliska okolica gwarantuje z jednej strony ciszę i komfort a z drugiej niewielką odległość do wszelkich punktów usługowych i edukacyjnych oraz opolskiej strefy ekonomicznej. Cena: 283 000 zł. OFERTA BEZ PROWIZJI.* To Twoja pierwsza nieruchomość? Świetnie! 2% ceny transakcyjnej zostaje w Twojej kieszeni. Chcesz wiedzieć więcej? Zadzwoń. Kasia Ekspert Nieruchomości Prestige / Ekspert Finansowy Kom.: +48 794 012 895 Expander Opole ul. Koraszewskiego 21 Zainteresowany? Zadzwoń teraz i umów się na spotkanie online","ul. Alojzego Dambonia, Zaodrze, Opole, opolskie",miejskie,283000.0,8978.0,379.0,,Kawalerka - blok z podjazdem dla niepełnosprawnych,https://www.otodom.pl/pl/oferta/kawalerka-blok-z-podjazdem-dla-niepelnosprawnych-ID4rFiq
69.81,Balkon / ogród / taras,do remontu,1/2,pełna własność,"Prezentuję mieszkanie przy ul. Domańskiego.  Lokal mieszkalny znajduje się w kamienicy w dzielnicy Zaodrze.  Mieszkanie na pierwszym piętrze o powierzchni 69,81 m2 składa się z dwóch ustawnych sypialni, dużego salonu, kuchni, łazienki, osobnego WC i przedpokoju. Do mieszkania przynależy duża piwnica oraz indywidualne miejsce parkingowe pod budynkiem. Ogólnodostępny strych dla mieszkańców. Ogrzewanie z sieci miejskiej. Ciepła woda z junkersa. Czynsz około 1060 zł. Nieruchomość do remontu.  W niedalekiej odległości: jednostka wojskowa, żłobek, przedszkola, szkoła podstawowa, liczne sklepy, placówki medyczne, restauracje, siłownia na świeżym powietrzu, kościół, przystanki autobusowe, park, który przeszedł całkowitą rewitalizację.  Pobliska okolica gwarantuje  niewielką odległość do wszelkich punktów usługowych i edukacyjnych oraz opolskiej strefy ekonomicznej. Cena: 415 000 zł. Zastanawiasz się nad finansowaniem? Nie masz wkładu własnego? Ze mną załatwisz wszystkie formalności bez komplikacji i nadmiaru formalności. Kasia 794 012 895 Zainteresowany? Zadzwoń teraz i umów się na spotkanie online","ul. ks. Bolesława Domańskiego, Zaodrze, Opole, opolskie","garaż/miejsce parkingowe,miejskie",415000.0,5945.0,contact for details,3,Trzypokojowe mieszkanie przy ul. Domańskiego,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-przy-ul-domanskiego-ID4qXOy
52.0,Balkon / ogród / taras,do zamieszkania,parter/3,pełna własność,"Proponuję Państwu świetnie zaaranżowane mieszkanie zlokalizowane przy ul. Kolejowej. Nieruchomość usytuowana jest na wysokim parterze.  Prezentowany lokal to idealna opcja dla osób ceniących sobie spokój i płynny dojazd do centrum oraz tych, którzy nie mają czasu na remont.  Mieszkanie o powierzchni około 52 m2 składa się z salonu, sypialni, kuchni, łazienki i przedpokoju. Mieszkanie sprytnie zaadaptowane i powiększone o powierzchnię niegdysiejszego balkonu. Do mieszkania przynależy duża, chłodna piwnica, pomieszczenie na strychu o powierzchni 8,2 m2 oraz dwukondygnacyjna komórka lokatorska przed kamienicą. W cenie nieruchomości pozostaje stała zabudowa kuchenna wraz z AGD. Ogrzewanie oraz ciepła woda z dwufunkcyjnego pieca gazowego. Płacisz za to co zużywa Twoja rodzina.   Mieszkanie przeszło generalny remont. Wymienione zostały wszystkie instalacje. Na podwórku ogólnodostępne miejsca parkingowe. Sąsiedztwo uprzejme i spokojne.  Niskie koszty utrzymania.  Kamienica po wymianie dachu i  renowacji elewacji. Lokalizacja: W najbliższym otoczeniu: przedszkole, szkoła podstawowa, żłobek, liczne sklepy, plac zabaw, przystanki MZK. Pobliska okolica gwarantuje z jednej strony ciszę i komfort a z drugiej niewielką odległość do wszelkich punktów usługowych i edukacyjnych. Cena: 485 000 zł. Chcesz wiedzieć więcej? Zadzwoń. Kasia Ekspert Nieruchomości Prestige / Ekspert Finansowy Kom.: +48 794 012 895 Expander Opole ul. Koraszewskiego 21 Zainteresowany? Zadzwoń teraz i umów się na spotkanie online","ul. Kolejowa, Śródmieście, Opole, opolskie",,485000.0,9617.0,581.0,2,Nowoczesne mieszkanie blisko centrum,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-blisko-centrum-ID4qnT0
57.08,balkon,do remontu,4/10,Forma własności,"Nie szukaj dalej. TYLKO U NAS. Przedstawiam mieszkanie usytuowane przy ul. Wojska Polskiego, na czwartym piętrze w wieżowcu, z przyjemnym widokiem. Prezentowany lokal to idealna propozycja dla osób, których obecne mieszkanie zrobiło się za ciasne.  Powierzchnia 57,08 m2. Do mieszkania przynależy piwnica.  Lokal składa się z dwóch sypialni, salonu, kuchni, łazienki, przedpokoju oraz balkonu.  . Ogrzewane z sieci miejskiej. Mieszkanie bez gazu. Możliwość podpięcia się pod ciepłą wodę z miasta.  Dwie windy w budynku. Dużo miejsc parkingowych w okolicy.  Nieruchomość przygotowana do generalnego remontu. Dostępna od zaraz.  W pobliżu szkoła, przedszkole, żłobek, liczne sklepy, plac zabaw, przystanki MZK, dworzec zachodni, centrum przesiadkowe, apteka. Cena: 429 000 zł Zastanawiasz się nad finansowaniem? Nie masz wkładu własnego? Rozważasz rządowe programy: Rodzinny kredyt mieszkaniowy lub Mieszkanie na swoim? Ze mną załatwisz wszystkie formalności bez komplikacji i nadmiaru formalności. Kasia Ekspert ds. Nieruchomości / Ekspert Finansowy Kom.: +48 794 012 895 Expander Opole ul. Koraszewskiego 21 Zainteresowany? Zadzwoń teraz i umów się na spotkanie online","ul. Wojska Polskiego, Szczepanowice - Wójtowa Wieś, Opole, opolskie",miejskie,429000.0,7516.0,700.0,3,Idealne mieszkanie dla Twojej rodziny,https://www.otodom.pl/pl/oferta/idealne-mieszkanie-dla-twojej-rodziny-ID4qkh2
