area,available_from,deposit,floor,location,price,AddServices,rooms,title,url,listing_description
43.91,contact for details,"3,000",5-May,"Pogodno, Grunwald, Poznań, wielkopolskie","2,400",700,2,"Mieszkanie na Grunwaldzie, 2 pokoje, super lokaliz",https://www.otodom.pl/pl/oferta/mieszkanie-na-grunwaldzie-2-pokoje-super-lokaliz-ID4rMiN,"Wynajmę bezpośrednio studentom / pracującej parze bez dzieci / singielce / singlowi dwupokojowe, jasne, zadbane mieszkanie o powierzchni 43,91 m2 w bloku oddanym do użytku w 2009 roku, położone na Grunwaldzie (Grunwald Południe/Junikowo), w sąsiedztwie osiedla Kopernika, biurowców Pixel oraz Delpharm, blisko Lasku Marcelińskiego, Business Garden przy ul. Marcelińskiej oraz Marcelin Office Center przy ul. Jeleniogórskiej. Szeroka perspektywa, spokojna i zadbana okolica.   Mieszkanie znajduje się na 5. piętrze (jest winda) i składa się z pokoju (16m2) oraz pokoju z aneksem kuchennym (18m2), łazienki oraz przedpokoju. Do dyspozycji przestronny balkon oraz pełne wyposażenie i umeblowanie: dwie duże szafy z drzwiami przesuwnymi w pokoju i przedpokoju, biurko i krzesło, dwa rozkładane tapczany, stół z krzesłami, meble kuchenne, lodówka, kuchenka, pralka, kabina prysznicowa z brodzikiem.   Bardzo dobra komunikacja: 6-7 minut od przystanku tramwajowego „Węgorka” (linie: 1, 3, 6, 15 – 11 minut do przystanku „Bałtyk”, 15 minut do przystanku „Poznań Główny” lub „Most Teatralny”), ponadto w okolicy liczne przystanki autobusowe umożliwiające bezpośredni dojazd praktycznie do każdego miejsca w Poznaniu. W okolicy liczne sklepy i lokale usługowe.   Czynsz za najem:  2400  zł + comiesięczne opłaty eksploatacyjne (w chwili obecnej w przypadku dwóch osób ok. 700 zł) oraz co dwa miesiące opłaty za prąd zgodnie ze zużyciem. Możliwość korzystania z Internetu o szybkości 500Mb/s w cenie 31,30 zł miesięcznie. Kaucja zwrotna:  3000  zł.   Możliwość korzystania z miejsca parkingowego w podziemnej hali garażowej za dodatkową opłatą.   Mieszkanie zostanie przekazane Najemcy/Najemcom po podpisaniu umowy najmu okazjonalnego u notariusza.   Oferta przeznaczona wyłącznie dla obywateli Polski: studentów / pracujących singli / pracującej pary bez dzieci. Zwierzęta nie są akceptowane.   Zapraszam serdecznie do kontaktu i obejrzenia mieszkania!"
46,contact for details,"2,500",3-Jan,"ul. Tylne Chwaliszewo, Chwaliszewo, Stare Miasto, Poznań, wielkopolskie","2,500",597,2,"Chwaliszewo (nowy budynek), 2 pokoje, 46m2",https://www.otodom.pl/pl/oferta/chwaliszewo-nowy-budynek-2-pokoje-46m2-ID4ohkB,"Wynajmę mieszkanie (dostępne od zaraz):    - nowy budynek    - pierwsze piętro    - dwa pokoje, aneks kuchenny, duża łazienka, balkon    - w pełni wykończone i umeblowane - gotowe do zamieszkania    - okna od strony starego dorzecza Warty"
49,contact for details,,apartamentowiec,"Nowy Fordon, Bydgoszcz, kujawsko-pomorskie","2,200",,2,"Mieszkanie, 49 m², Bydgoszcz",https://www.otodom.pl/pl/oferta/mieszkanie-49-m-bydgoszcz-ID4rj2o,"Do wynajęcia przestronne M-3 z ogromnym balkonem i miejscem postojowym w Fordonie. Mieszkanie o powierzchni 49 m2, usytuowane na 1 piętrze bloku z windą, składa się z dwóch pokoi, oddzielnej kuchni, przedpokoju i łazienki w kaflach, z kabiną prysznicową i ładną drewnianą szafą na ręczniki i środki czystości. Z obydwu pokoi prowadzi wyjście na balkon z terakotą na podłodze. Kuchnia z ładną zabudową i sprzętami AGD: płytą indukcyjną, piekarnikiem, dużą lodówko-zamrażarką i zmywarką. W salonie rozkładany narożnik, w sypialni duże łóżko i komoda. Przedpokój umeblowano w dużą pojemną szafę. Dla Nowych Lokatorów mieszkanie zostanie świeżo odmalowane ! Do mieszkania przynależy komórka lokatorska znajdująca się na parterze budynku. Bardzo dobra, spokojna lokalizacja. Tuż obok Żabka, a w pobliżu Centrum Onkologii, basen, Decathlon, Leroy Merlin i Centrum Handlowe Auchan. Miesięczny koszt najmu to 2200,- dla Właściciela (cena już z miejscem postojowym) + czynsz około 600,- oraz prąd wg zużycia. Kaucja.   Serdecznie zapraszamy na prezentację. 531 266 669        "
75,contact for details,"5,000",5-Jan,"ul. Wileńska, Wołomin, Wołomin, wołomiński, mazowieckie","3,300","942,16",4,Mieszkanie WOŁOMIN - wysoki standard - na wynajem,https://www.otodom.pl/pl/oferta/mieszkanie-wolomin-wysoki-standard-na-wynajem-ID4rMhQ,"Wynajmę mieszkanie (75 m²) w bloku w Wołominie przy ul. Wileńskiej.     W bardzo bliskiej okolicy dostępne są sklepy, szkoła, przychodnia, Aldi, przystanki autobusowe.     Tylko 7 minut na piechotę do stacji PKP Wołomin.     Rozkład pomieszczeń:     jadalnia z kuchnią   łazienka   salon z balkonem   pokój nr 1   pokój nr 2   przedpokój     Mieszkanie zostało wykończone w wysokim standardzie. Sprzęty AGD pochodzą od renomowanych firm. Mieszkanie jest dobrze wyposażone oraz dostępna jest klimatyzacja.     Gotowe do zamieszkania od zaraz!     Cena najmu: 3300 zł + opłaty stałe (rachunki bieżące).  "
28,contact for details,,9/1/2024,"ul. Jana Kasprowicza, Wrzeciono, Bielany, Warszawa, mazowieckie","2,100",,parter/4,"Mieszkanie, 28 m², Warszawa",https://www.otodom.pl/pl/oferta/mieszkanie-28-m-warszawa-ID4rMhX,"Bardzo ciche mieszkanie w idealnej lokalizacji tuż przy stacji metra Młociny. W okolicy pełna infrastruktura, w sąsiedztwie parki, tereny rekreacyjne. Mieszkanie nowe. Dobrze rozplanowane. Ładne, duże okna, z roletami. 2100 zł + 550 zł czynszu administracyjnego.  Parkowanie na ulicy lub najem w garażu podziemnym."
300,contact for details,"4,100",blok,"ul. Pustelnicka, Gocławek, Praga-Południe, Warszawa, mazowieckie","3,500",,2,Mieszkanie 2-pokojowe 36m2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-36m2-ID4kw6y,"    Nowa inwestycja, dobrze skomunikowane w cichej i kameralnej okolicy. W dzielnicy Praga-Południe, położone 300m od ulicy Grochowskiej. Dojazd do centrum to 15 minut samochodem, lub 20-30 minut komunikacją miejską, tramwaje (9,24) autobusy (521,158).     W OKOLICY PIESZO: Sklepy: Biedronka, Żabka pod blokiem, Piekarnia 130m, Apteka 400m, plac zabaw między blokami, liczne kawiarnie i restauracje przy ul. Grochowskiej - 300m oraz ul. Zamienieckiej – 650m, Centrum Handlowe Promenada 1,2km, Park miejski 500m, Bazar Szembeka 650m.   W OKOLICY DOJAZD: komunikacja miejska/samochód Tramwaje (3,6,9,24) – 250m do przestanku, autobusy (125, 142, 143, 145, 173, 183, 521, 702, 704, 720, 722, 730, N21, N24, N71) – 250 m do przystanku. Park Skaryszewski, 4,5km, 17min/10min, PGE Stadion Narodowy, 5,5km, 20min/12min, Nowy Świat, 7,8km, 24min/17min, Stare Miasto,10,9km, 34min/22min, ZOO,7,7km, 26min/17min, Centrum Nauki Kopernik,7km, 30min/14min.   Przedstawiona wyżej oferta nie jest ofertą handlową w rozumieniu przepisów prawa , lecz ma charakter informacyjny.       PROPERTY INFORMATION:   Two-room apartment 36 m2 with kitchenette located in a new 4-storey building. Very bright with big widows and small garden, furbished, equipped with refrigerator, dishwasher, electric cooker, cooker hood. Bed room –140x200cm, wardrobe, working desk;3door wardrobe, working desk. Bathroom with bath tub, washing machine. Brand new building! Price includes: rent & internet charges, additional counter charges for heat consumption, energy, cold/hot water. Parking space and storage available with additional charges.   Deposit: 4100 PLN (depends on verification)     LOCATION: A modern, safe, well communicated in a quiet and intimate neighborhood at Pustelnicka and Witolińska street, district – Warszawa Praga-Południe   IN THE AREA walking distance: Grocery: Biedronka 100 m, Żabka 140 m, Bakery 130 m, Pharmacy 400 m, cafes and restaurants 650 m Shopping Mall Promenada 1,2 km, swimming pool 750 m, tennis club 750 m, playground 150 m, city park 500 m. Well-connected with the city center/20-30 min. Tram (3, 6, 9, 24) Buses (125, 142, 143, 145, 173, 183, 521, 702, 704, 720, 722, 730, N21, N24, N71)   IN THE AREA by public transport/car City Park Skaryszewski (9,24) - 17 min, PGE National Stadium (9,24) – 20 min, Nowy Świat Street (9,24) – 24 min, Old Town (3,6,26) – 34 min, ZOO (3,6) – 26 min, Kopernik Science Center (9,24) – 30 min     Above proposal is not a commercial offer for the purposes of the law but is informative.   *******************   Szczegóły dotyczące charakterystyki energetycznej:     wskaźnik rocznego zapotrzebowania na energię użytkową  EU=76,65kWh/(m2-rok)   wskaźnik rocznego zapotrzebowania na energię końcową EK=113,29 kWh/(m2-rok)   wskaźnik rocznego zapotrzebowania na nieodnawialną energię pierwotną EP=95,22 kWh/(m2-rok)   udział odnawialnych źródeł energii w rocznym zapotrzebowaniu na energię końcową U=0.00%   jednostkowa wielkość emisji CO2. Eco2 = 0,04 t CO2/m2-rok  "
51,contact for details,"4,800",parter/5,"Jagodno, Krzyki, Wrocław, dolnośląskie","3,300",550,3,Mieszkanie trzypokojowe 51m2,https://www.otodom.pl/pl/oferta/mieszkanie-trzypokojowe-51m2-ID4jybP,"    Cena: 3850 zł z czynszem + indywidualne opłaty zużycia ciepła, prądu, wody zimnej i ciepłej oraz wywóz śmieci.      LOKALIZACJA:  Life Spot Drabika położony jest w południowej, dynamicznie rozwijającej się części Wrocławia   u zbiegu ul. Buforowej i ul. Drabika. Dojazd do centrum autobusami 110, 145, 255.       W OKOLICY PIESZO:   Restauracje i kawiarnie, apteka, piekarnia oraz sklepy.       W OKOLICY DOJAZD komunikacja miejska/samochód:   Sklepy: Lidl i Biedronka. Galerie handlowe, siłownia i Aquapark, Przychodnia medyczna, szpital,   Park Brochowski z Grabowym Labiryntem, wybieg dla psów.   INFORMACJE O NIERUCHOMOŚCI:   Mieszkanie trzypokojowe 51m2 z aneksem kuchennym w nowym 5 piętrowym budynku.    Duże okna, balkon. Jasne, umeblowane, wyposażone w sprzęt AGD (zmywarka, piekarnik, płyta elektryczna, okap kuchenny, lodówka). Łazienka z wanną i pralką. Gotowe do wejścia i zamieszkania.   Cena zawiera czynsz i oraz Internet (UPC).   Dodatkowo: opłaty według zużycia ciepła, prądu, wody zimnej i ciepłej oraz wywóz śmieci.   Kaucja w wysokości od 4 800 zł.       Istnieje możliwość wynajęcia komórki lokatorskiej oraz miejsca garażowego za dodatkową opłatą.       Przedstawiona wyżej oferta nie jest ofertą handlową w rozumieniu przepisów prawa, lecz ma charakter informacyjny.     THREE-ROOM APARTMENT 51m2       Value: 3850 PLN (rent included)   Additional charges for: heat consumption, cold/hot water, electrcity, waste collection service.  New estate, new flat.       LOCATION:   Life Spot - Drabika estate is located nearby southern area of City Wrocław at Drabika street,   close to main street Buforowa, district – Wrocław Jagodno.   Connection with the center of Wrocław by buses: 110, 145, 255.       IN THE AREA walking distance:   Restaurants and cafes, pharmacy, bakery and grocery store.       IN THE AREA by public transport/car:   Market stores: Lidl, Biedronka. Shopping Center with gym, Aquapark, health center clinic,   hospital, ‘Brochowski’ Park with ‘Grabowy’ labyrinth and dog course.       INFORMATION ON PROPERTY:   Three-room Apartment 51m2 with kitchenette  located in a new 5-storey building. Very bright with big widows and balcony, furnished, equipped with refrigerator, dishwasher, electric cooker, cooker hood. Bathroom with bath, washing machine. Internet included in the rent.    Additional charges for: heat consumption, cold/hot water, electricity, waste collection service.   Deposit from 4 800 PLN.   Parking space and storage available with additional charges.     The above proposal does not constitute an offer within the meaning of law but it is only informative.      Dla lokalu stanowiącego przedmiot ogłoszenia, wskaźniki zapotrzebowania wynoszą:     na energię użytkową: EU=64,72 kWh/(m2 * rok)   energię końcową: EK=90,98 kWh/(m2 * rok)   nieodnawialną energię pierwotną: EP=77,37 kWh/(m2 * rok)   Jednostkowa wielkość emisji CO2 wynosi: Eco2=0,03 t CO2/(m2 * rok)   udział odnawialnych źródeł energii w rocznym zapotrzebowaniu na energię końcową to: Uoze= 0,00%  "
26.25,contact for details,,blok,"ul. Rajmunda Rembielińskiego, Politechniczna, Polesie, Łódź, łódzkie","1,832",184,Kaucja,nowe – Rembielińskiego 4/58 - bez pośredników,https://www.otodom.pl/pl/oferta/nowe-rembielinskiego-4-58-bez-posrednikow-ID4rMik,"W pierwszym miesiącu zapłacisz 500 zł mniej!*     *Promocja jest jednorazowa i jednokrotna, co oznacza, że uprawnia tylko jednego najemcę będącego stroną tej samej umowy, w zakresie prawa tego najemcy do obniżenia tylko jednego czynszu spośród wszystkich czynszów określonych w umowie najmu. Promocja obowiązuje do dnia jej odwołania przez organizatora.     Przedmiotem ogłoszenia jest 1-pokojowe mieszkanie położone na 4 piętrze budynku przy ul. Rembielińskiego 4. To przestronny lokal o powierzchni 26,25   m kw. Cechą budynku jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.    Podsumowanie kosztów:    ·        Czynsz najmu: 1 832,00   zł    ·        Opłata eksploatacyjna: 184,00   zł   ·        Media: Opłaty za wodę ciepłą i zimną, centralne ogrzewanie, energię elektryczną i odprowadzenie ścieków, naliczane zgodnie ze wskazaniem podliczników w lokalu.   Rembielińskiego 4   Zamieszkaj na Rembielińskiego 4 – wybierz z szerokiej oferty mieszkań z balkonami w nowoczesnym budynku, w bezpośrednim sąsiedztwie Politechniki Łódzkiej. Stworzyliśmy dla Ciebie komfortową przestrzeń – każde mieszkanie jest umeblowane i wyposażone w wysokiej jakości sprzęt AGD. Dzięki sklepom i punktom usługowym w okolicy i dostępie do licznych połączeń komunikacji miejskiej, wszystkie codzienne sprawy załatwisz od ręki. Postaw na wygodę i dogodną lokalizację – wybierz swoje mieszkanie na Rembielińskiego 4.   Dlaczego warto tu zamieszkać?   Rembielińskiego 4 – bliżej już nie będzie! Po sąsiedzku zrobisz zakupy w centrum handlowym Pasaż Łódzki i innych pobliskich punktach usługowych. Jesteś studentem Politechniki Łódzkiej? Na zajęcia dotrzesz spacerem w kilka minut. W wolnym czasie zrelaksujesz się na świeżym powietrzu w pobliskich parkach czy Ogrodzie Botanicznym, zmotywujesz się do aktywności fizycznej na miejskim korcie tenisowym czy w Aquaparku, a w weekend spotkasz się ze znajomymi w jednej z restauracji lub kawiarni na magicznej ulicy Piotrkowskiej. Postaw swój komfort na pierwszym miejscu i wynajmij nowoczesne mieszkanie na Rembielińskiego 4. Z rodziną, drugą połówką, przyjaciółmi czy zwierzakiem – tak, jak lubisz.   W okolicy znajdują się między innymi:   ●       Politechnika Łódzka   ●       Park im. Ks. Poniatowskiego   ●       Park im. Ks. Bp. Klepacza   ●       CH Pasaż Łódzki   ●       Ul. Piotrkowska – 1 km   ●       Miejski kort tenisowy   ●       Przystanki komunikacji miejskiej   Mieszkania są w pełni urządzone:   ●       Całkiem nowe mieszkania wyposażyliśmy w meble: pakowne szafy w zabudowie, kanapę i łóżko, szafkę RTV i stolik koktajlowy, a także stół z krzesłami.   ●       W kuchni i łazience zainstalowaliśmy wysokiej jakości, energooszczędny sprzęt AGD: lodówka, piekarnik, płyta indukcyjna, pralka.   Informacje dodatkowe:   ●       Mieszkania z balkonami   ●       Winda   ●       Monitoring   ●       Garaż podziemny   ●       Lokale usługowe w parterze   ●       Jesteśmy właścicielem całego budynku   Vantage Rent wynajmuje fair!   Dołącz do społeczności Vantage Rent  i wynajmuj mieszkanie bez prowizji, bez pośredników, bez ukrytych kosztów. Przejrzysta umowa, stabilne warunki najmu i pewność, że zawsze czuwa nad Tobą Twój dedykowany opiekun. W naszych mieszkaniach zwierzęta są mile widziane!   Zapraszamy do kontaktu z naszymi doradcami ds. najmu, aby poznać szczegóły oferty!   We speak english!   _   Vantage Rent to nowa marka mieszkań na wynajem, stworzona przez wrocławską spółkę Vantage Development.  To firma z 14-letnim doświadczeniem na rynku nieruchomości, która w swojej historii sprzedała ponad 5,5 tysiąca lokali. Vantage Development to także członek Polskiego Związku Firm Deweloperskich.   Od 2021 roku spółka poza sprzedażą, oferuje także najem w pełni wykończonych i wyposażonych mieszkań Vantage Rent. Jako pierwsi, o zaletach mieszkania w lokalach VR mogli przekonać się wrocławianie, teraz czas na Poznań!   Budynki, w których znajdują się mieszkania są własnością firmy, dlatego może ona zaproponować klientom komfortowy i bezpieczny najem długoterminowy. Bez ukrytych kosztów, bez pośredników i bez prowizji, z umową na jasnych zasadach.     Zdjęcia w galerii prezentują mieszkanie wzorcowe dla danego stylu.   Prezentowane materiały mają charakter poglądowy oraz informacyjny i nie stanowią oferty handlowej w rozumieniu Art. 66 par. 1 Kodeksu Cywilnego."
54.23,contact for details,"10,000",5-May,"Junikowo, Grunwald, Poznań, wielkopolskie","4,950","763,34",3,2 Sypialnie i 2 łazienki Balkon Taras Bezpośrednio,https://www.otodom.pl/pl/oferta/2-sypialnie-i-2-lazienki-balkon-taras-bezposrednio-ID4j6cN,"Przedmiot wynajmu:   - mieszkanie 5 piętro (najwyższa kondygnacja budynku) dwupoziomowe.    Lokalizacja: Poznań, ulica Kamiennogórska 9    Deweloper: Ronson Development (II etap z III realizowanych).    Opcjonalnie posiadam do wynajęcia 3 miejsca postojowe w hali garażowej (kwota w ogłoszeniu nie obejmuję miejsca postojowego). Koszt wynajęcia jednego miejsca to 250,00zł/m-sc.    Okres eksploatacji mieszkania: 7 lat    Powierzchnia mieszkania:  1. Parter: 54,23m2  2. Piętro: 19,75m2  3. Balkon (parter): 4,14m2  4. Taras (piętro): 9,59m2    Mieszkanie odświeżone i gotowe do zamieszkania od zaraz!    Dodatkowe informacje:  1. Klimatyzacja oby pięter.  2. Elektryczne rolety.  3. Markiza balkon parter.  4. Pralka + suszarka.  5. Płyta indukcyjna.  6. Lodówka.  7. Zmywarka.    Koszty:  1. Czynsz najmu: 4.950,00  2. Czynsz do wspólnoty: 763,34 (mieszkanie).  3. Prąd wg. zużycia co 2 m-sc.  4. Net+TV we własnym zakresie.  5. Kaucja zwrotna = 10.000,00.    W razie pytań zapraszam do kontaktu: +48501288054"
42.95,contact for details,,4-Jan,"ul. Władysława Orkana, Załęska Hałda-Brynów, Katowice, śląskie","2,000",800,2,Brynów Orkana! Apartament z miejscem parkingowym!,https://www.otodom.pl/pl/oferta/brynow-orkana-apartament-z-miejscem-parkingowym-ID4qWrP,"Oferta skierowana dla osób z Polski.  Oferta na wyłączność. Luksusowy, wykończony w wysokim standardzie, komfortowy, słoneczny, dwupokojowy apartament w prestiżowej dzielnicy Katowic - Brynowie, przy ulicy Orkana. Mieszkanie z pełnym wyposażeniem o powierzchni – 42,95 m2 z tarasem i wykupionym miejscem parkingowym, położone na pierwszym piętrze w nowym, czteropiętrowym apartamentowcu.  Świetna lokalizacja - gwarantuje z jednej strony bliskość centrum: sklepów, szkoły, przedszkola, a z drugiej strony ciszę - apartament jest usytuowany na nowym, spokojnym i zadbanym osiedlu, z pięknie zagospodarowanym otoczeniem.  Zadbano również o bezpieczeństwo mieszkańców - apartament znajduje się na osiedlu zamkniętym, posiada na miejscu ochronę i monitoring. Klatka zabezpieczona jest domofonem. Otoczenie jest zadbane, klatki jak i podwórko są regularnie sprzątane.  Bardzo funkcjonalny układ pomieszczeń – pokoje duże i jasne, a do każdego z nich osobne wejście z hallu, przestronny salon z wyjściem na taras stanowi kolejny atut tego pięknego mieszkania. Mieszkanie idealne, do wynajęcia, bez ponoszenia dodatkowych kosztów. Wszystkie materiały są nowe i wysokiej jakości, co jeszcze bardziej podnosi standard i komfort mieszkania.  - Kuchnia w kształcie prostokąta, półotwarta, z zabudowanymi meblami, z wbudowaną płytą grzewczą, piekarnikiem, zmywarką i lodówką, - Salon nowoczesny i przestronny z wyjściem na taras. W salonie znajduje się komplet wypoczynkowy, stolik kawowy oraz białe meble, - Drugi pokój idealnie się nadaje się na sypialnię lub pokój dla dziecka. W tym pokoju mieści się podwójne łóżko oraz pojemna komoda i szafa, - Łazienka duża, jasna łazienka z wanną oraz umywalką i toaletą. W łazience znajduje się również pralka. Na podłogach i ścianach wysokiej klasy glazura. - Przedpokój przestronny, duży hol z zabudowaną, pojemną szafą z lustrami. Najem 2000 plus czynsz 800 zł/miesięcznie plus opłaty eksploatacyjne wg zużycia (woda i śmieci). Miejsce parkingowe w opcji dodatkowo płatne - 100zł miesięcznie. Kaucja wynosi jeden czynsz.  Serdecznie zapraszam do obejrzenia ! Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()"
25,contact for details,,8-Jun,"ul. Juliana Tuwima, Fabryczna Widzew, Widzew, Łódź, łódzkie","2,588",421,2,Tuwima 64/126 - bez pośredników,https://www.otodom.pl/pl/oferta/tuwima-64-126-bez-posrednikow-ID4rMit,"W pierwszym miesiącu zapłacisz 500 zł mniej!*     *Promocja jest jednorazowa i jednokrotna, co oznacza, że uprawnia tylko jednego najemcę będącego stroną tej samej umowy, w zakresie prawa tego najemcy do obniżenia tylko jednego czynszu spośród wszystkich czynszów określonych w umowie najmu. Promocja obowiązuje do dnia jej odwołania przez organizatora.     Przedmiotem ogłoszenia jest 2-pokojowe mieszkanie położone na 6 piętrze budynku przy ul. Tuwima 64A. To przestronny lokal o powierzchni 45,99 mkw. Cechą budynku jest wysoki standard  i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.        Podsumowanie kosztów:    ·       Czynsz najmu: 2 588,00 zł   ·       Opłata eksploatacyjna: 421,00 zł   ·       Media: Opłaty za wodę ciepłą i zimną, centralne ogrzewanie, energię elektryczną i odprowadzenie ścieków, naliczane zgodnie ze wskazaniem podliczników w lokalu        Tuwima 64A   Zamieszkaj w „Nowym Centrum Łodzi” – niezwykle atrakcyjnej lokalizacji na mapie stolicy województwa łódzkiego. Tuwima 64A to budynek z nowymi, jasnymi mieszkaniami w metrażach od 25 m2 do 85 m2. Nowoczesny design i przemyślany rozkład przestrzeni w lokalach zapewniają komfort codziennego funkcjonowania i spędzania wolnego, domowego czasu. Mieszkania są umeblowane i wyposażone w energooszczędny sprzęt AGD. Wybierz komfort życia blisko centrum Łodzi – zamieszkaj na Tuwima 64A. PS. U nas zwierzaki mieszkają bez dodatkowych opłat!       Dlaczego warto tu zamieszkać?   Wybierając Tuwima 64A, oprócz nowoczesnych, wygodnych mieszkań, na pierwszym miejscu stawiasz również lokalizację. Liczne punkty usługowe, biznes oraz miejsca kulturowe są na wyciągnięcie ręki. Na kojący spacer wśród zieleni wybierzesz się do Parku im. Henryka Sienkiewicza lub Parku 3 Maja, a ze znajomymi spotkasz się w jednej z kawiarni czy restauracji przy magicznej ulicy Piotrkowskiej. Od słynnej Manufaktury dzielą Cię zaledwie 3 km – tu czy w każdą inną część miasta dostaniesz się dzięki dobrym połączeniom komunikacji miejskiej. Blisko na zakupy, do pracy, do terenów zielonych – zamieszkaj na Tuwima 64A.       W okolicy znajdują się między innymi:   ●        Park im. Sienkiewicza   ●        Park 3 Maja   ●        1,5 km do ul. Piotrkowska   ●        Manufaktura – 3 km   ●        Dworzec Łódź Fabryczna   ●        Placówki edukacyjne       Mieszkania są w pełni urządzone:   ●        Całkiem nowe mieszkania wyposażyliśmy w meble: pakowne szafy w zabudowie, kanapę i łóżko, szafkę RTV i stolik koktajlowy, a także stół z krzesłami.   ●        W kuchni i łazience zainstalowaliśmy wysokiej jakości, energooszczędny sprzęt AGD: lodówka, piekarnik, płyta indukcyjna, pralka.       Informacje dodatkowe:   ●        Mieszkania z balkonami   ●        Sklepy, lokale usługowe i restauracje w pobliskim CH   ●        Winda   ●        Monitoring   ●        Garaż podziemny   ●        Jesteśmy właścicielem całego budynku       Vantage Rent wynajmuje fair!       Dołącz do społeczności Vantage Rent  i wynajmuj mieszkanie bez prowizji, bez pośredników, bez ukrytych kosztów. Przejrzysta umowa, stabilne warunki najmu i pewność, że zawsze czuwa nad Tobą Twój dedykowany opiekun. W naszych mieszkaniach zwierzęta są mile widziane!       Zapraszamy do kontaktu z naszymi doradcami ds. najmu, aby poznać szczegóły oferty!   we rent   No commission fee, no agents, no concealed costs   We speak english!   _       Vantage Rent to nowa marka mieszkań na wynajem, stworzona przez wrocławską spółkę Vantage Development.  To firma z 14-letnim doświadczeniem na rynku nieruchomości, która w swojej historii sprzedała ponad 5,5 tysiąca lokali. Vantage Development to także członek Polskiego Związku Firm Deweloperskich.   Od 2021 roku spółka poza sprzedażą, oferuje także najem w pełni wykończonych i wyposażonych mieszkań Vantage Rent. Jako pierwsi, o zaletach mieszkania w lokalach VR mogli przekonać się wrocławianie, teraz czas na Poznań!   Budynki, w których znajdują się mieszkania są własnością firmy, dlatego może ona zaproponować klientom komfortowy i bezpieczny najem długoterminowy. Bez ukrytych kosztów, bez pośredników i bez prowizji, z umową na jasnych zasadach.         Zdjęcia w galerii prezentują mieszkanie wzorcowe dla danego stylu.   Prezentowane materiały mają charakter poglądowy oraz informacyjny i nie stanowią oferty handlowej w rozumieniu Art. 66 par. 1 Kodeksu Cywilnego.    "
